Org Key,Event Key,Event Title,Topline,Headliner,Openers,Date(s),Time(s),Price/Admission,Age Restriction,Event Description,Staff/Artists,Category,Venue,Venue Info,Street Name,Address Line 2,City,State,Postal Code,Event Image URL,Location Link,Get Tickets,URL
0000,000000,"Vundabar - Tickets - Club Dada - Dallas, TX - December 2nd, 2020",Margin Walker presents,Vundabar,NA,"Wed, December 2, 2020",7 PM,$15.00 - $18.00,All Ages,Margin Walker presents Vundabar at Club Dada  ,,Performance,Club Dada,Night Club,2720 Elm St,",",Dallas,TX,75226,https://img-dev.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101013404%2F231623301463%2F1%2Foriginal.20200514-210026?auto=compress&fit=clip&h=&w=300&s=98fd396465362c2d7218352ebdeb70ef,https://goo.gl/maps/d3G9381S4j1zD73s9,http://eventbrite.com/e/vundabar-new-date-club-dada-tickets-76275950421,https://www.dadadallas.com/e/vundabar-104657262690/
0000,000001,"Azizi Gibson - Tickets - Club Dada - Dallas, TX - December 4th, 2020",Margin Walker presents,Azizi Gibson,NA,"Fri, December 4, 2020",7 PM,Sales Ended,All Ages,Margin Walker presents Azizi Gibson at Club Dada ,,Performance,Club Dada,Night Club,2720 Elm St,",",Dallas,TX,75226,https://img-dev.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F97976078%2F231623301463%2F1%2Foriginal.20200403-204954?auto=compress&fit=clip&h=&w=300&s=763d72aed82c76e5480319e063ea917d,https://goo.gl/maps/d3G9381S4j1zD73s9,Sales Ended,https://www.dadadallas.com/e/azizi-gibson-93194333761/
0000,000002,"SURFER BLOOD • Winter - Tickets - Club Dada - Dallas, TX - February 3rd, 2021",presented by pofTX,Surfer Blood,Winter,"Wed, February 3, 2021",7 PM,$14.99,All Ages,"SURFER BLOOD's rescheduled show from Not So Fun Wknd 2020. Bringing WINTER with them at it is in winter. It will probably be so cold out. Surfer Blood have just finished recording their 5th album, which will be coming out on July 17, 2020, alongside a 10th anniversary reissue of their debut album Astro Coast. Surfer Blood's music is renowned for catchy hooks and sonic detail. One of the best indie guitar bands around, founding members John Paul Pitts and Tyler Schwarz are joined by guitarist Michael McCleary and bassist Lindsey Mills, all four alumni of the same high school in West Palm Beach, Florida.Surfer Blood are the cleanest and nicest band in existence.",,Performance,Club Dada,Night Club,2720 Elm St,",",Dallas,TX,75226,https://img-dev.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98116308%2F277453266158%2F1%2Foriginal.20200406-175206?auto=compress&fit=clip&h=&w=300&s=a158ea94eb421b69fdc316f017ef54b4,https://goo.gl/maps/d3G9381S4j1zD73s9,https://www.eventbrite.com/e/surfer-blood-winter-tickets-102104597600,https://www.dadadallas.com/e/surfer-blood-winter-102104597600/
0000,000003,"NateWantsToBattle • Vespera - Tickets - Club Dada - Dallas, TX - March 29th, 2021",Margin Walker presents,NateWantsToBattle,Vespera,"Mon, March 29, 2021",7 PM,Sales Ended,All Ages,Margin Walker presents NateWantsToBattle with Vespera at Club Dada ,,Performance,Club Dada,Night Club,2720 Elm St,",",Dallas,TX,75226,https://img-dev.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F94096373%2F231623301463%2F1%2Foriginal.20200225-182950?auto=compress&fit=clip&h=&w=300&s=adcf71103ce5045461427ef5c7adbff8,https://goo.gl/maps/d3G9381S4j1zD73s9,Sales Ended,https://www.dadadallas.com/e/natewantstobattle-vespera-95763219367/
0000,000004,"Anti-Flag - Tickets - Club Dada - Dallas, TX - May 18th, 2021",Margin Walker presents,Anti-Flag,NA,"Tue, May 18, 2021",7 PM,$18.00 - $20.00,All Ages,Margin Walker presents Anti-Flag at Club Dada ,,Performance,Club Dada,Night Club,2720 Elm St,",",Dallas,TX,75226,https://img-dev.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100711988%2F231623301463%2F1%2Foriginal.20200511-212616?auto=compress&fit=clip&h=&w=300&s=84e6d6af0e0e8fe2b1fc0c6deb207810,https://goo.gl/maps/d3G9381S4j1zD73s9,http://eventbrite.com/e/anti-flag-new-date-club-dada-tickets-72393836915,https://www.dadadallas.com/e/anti-flag-105000078060/
0000,000005,"Armor For Sleep - Tickets - Club Dada - Dallas, TX - July 15th, 2021",Margin Walker presents,Armor For Sleep,NA,"Thu, July 15, 2021",7 PM,$25.00 - $28.00,All Ages,Margin Walker presents Armor For Sleep at Club Dada ,,Performance,Club Dada,Night Club,2720 Elm St,",",Dallas,TX,75226,https://img-dev.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F109410785%2F231623301463%2F1%2Foriginal.20200824-212715?auto=compress&fit=clip&h=&w=300&s=23ae477c99e142b83ab83209115e53b8,https://goo.gl/maps/d3G9381S4j1zD73s9,http://eventbrite.com/e/armor-for-sleep-club-dada-tickets-91016935103,https://www.dadadallas.com/e/armor-for-sleep-95138372433/
0001,000000,The Nutcracker,"At Midnight, the Clock Strikes Magic",,,"Dec 14 - Dec 26, 2020",,,,"Experience the most magical tradition of the holiday season from the comfort of your own home. Ben Stevenson’s The Nutcracker is available online for the first time ever, and when you purchase a ticket, you’ll also receive access to a brand-new, shortened version of The Nutty Nutcracker. From snowflakes to sweets, The Nutcracker will dazzle and delight to become your favorite joy of the season. This performance of The Nutcracker was filmed in 2012, so you may see a few old favorites onstage!

","Choreographer                                                                            Ben Stevenson, O.B.E.

Composer                                                                            Pyotr Ilyich Tchaikovsky

Run Time                                                                            2 Hours

",Performance,Tickets are $30 per household.,Performance Hall,,",",,,,https://texasballettheater.org/wp-content/uploads/2020/04/nutcracker-hero.jpg,,,https://texasballettheater.org/perfomance/the-nutcracker/
0001,000001,The Nutty Nutcracker,Tradition is Even Better With a Twist,,,"Dec 14 - Dec 26, 2020",,,,"Based on the classic holiday ballet, this quirky version is packed with wonder, delight, and a little sarcasm too. Texas Ballet Theater’s The Nutty Nutcracker is available online for the first time ever, and when you purchase a ticket, you’ll also receive access to The Nutcracker. This brand-new take on Texas Ballet Theater’s annual comedy will leave you filled with holiday cheer. Recommended for ages 13 and up.

","Choreographer                                                                            Artists of Texas Ballet Theater

Run Time                                                                            30 Minutes

",Performance,Tickets are $30 per household.,Performance Hall,,",",,,,https://texasballettheater.org/wp-content/uploads/2020/05/nutty-hero-image.jpg,,,https://texasballettheater.org/perfomance/the-nutty-nutcracker/
0001,000002,Serenade | Star Crossed | World Premiere by Tim O’Keefe,Three Iconic Pieces. One Incredible Night.,,,"Feb 05 - Feb 14, 2021",,,,"Explore the bold expression of human emotion through three distinct ballets. From poetic dreamscapes to dynamic blends of modern classicism, this unique experience is one you won’t want to miss.

Serenade

Serenade is a Balanchine classic, which originated as a master class in stage technique. Typified by its monochromatic blue hue, this ballet culminates in four movements to Tchaikovsky’s Serenade for Strings in C, Op. 48. Witness a truly timeless piece.

Star Crossed

In a world premiere by Artistic Director Ben Stevenson, O.B.E., Star Crossed is a passionate pas de deux of the famous lovers, Romeo and Juliet. With simple scenery and costume, Star Crossed focuses on the exquisite movement of this dramatic piece.

World Premiere by Tim O'Keefe

Featuring never-before-seen choreography from acclaimed Associate Artistic Director Tim O’Keefe. This world premiere piece is sure to delight audiences. Set to the music of one of ballet’s best composers, this new work will excite and enlighten.

","Serenade Choreographer                                                                            George Balanchine

Star Crossed Choreographer                                                                            Ben Stevenson, O.B.E.

World Premiere Choreographer                                                                            Tim O'Keefe

Serenade Composer                                                                            Pyotr Ilyich Tchaikovsky

Star Crossed Composer                                                                            Pyotr Ilyich Tchaikovsky

World Premiere Composer                                                                            Pyotr Ilyich Tchaikovsky

",Performance,Performing at Winspear Opera House and Bass Performance Hall,Performance Hall,,",",,,,https://texasballettheater.org/wp-content/uploads/2020/05/serenade-header-1.jpg,,,https://texasballettheater.org/perfomance/serenade-star-crossed-world-premiere-by-tim-okeefe/
0001,000003,Bartok | Image | Imbue,Three Iconic Pieces. One Incredible Night.,,,"Mar 05 - Mar 07, 2021",,,,"Take a remarkable journey through three extraordinary shows in one night. From timeless and traditional to modern and abstract, experience some of the world’s most powerful stories told through movement.

Bartok

Playful motifs and moody backdrops set the stage for an awe-inspiring performance. With layered tones and muted colors, the movement and music meet in a dynamic crescendo.

Image

Bright lights and gold hues capture the tragic beauty of American icon, Marilyn Monroe, as she transforms from a young starlet into a seductive blonde bombshell.

Imbue

Modern and minimalistic, Imbue’s powerful tones, mood-altering hues and sharp lines will keep you on the edge of your seat.

","Bartok Choreographer                                                                            Ben Stevenson, O.B.E.

Image Choreographer                                                                            Ben Stevenson, O.B.E.

Imbue Choreographer                                                                             Garrett Smith

Bartok Composer                                                                            Béla Bartók

Image Composer                                                                             Adagio of the 10th Symphony of Mahler

Imbue Composer                                                                            Philip Glass

Run Time                                                                            2 Hours

",Performance,Performing at Bass Performance Hall,Performance Hall,,",",,,,https://texasballettheater.org/wp-content/uploads/2020/04/image-hero.jpg,,,https://texasballettheater.org/perfomance/bartok-image-imbue/
